"","Country.Name","Year","Total.Land","Agriculture.Land","Forest.Area"
"3568","Tanzania",2005,885800,353600,56.35584
"3569","Uganda",2005,199810,132620,17.1613
"3570","Upper middle income",2005,58189081.8,20167406,34.66549
"3571","Uruguay",2005,175020,148320,8.695006
"3572","United States",2005,9161920,4117840,33.26344
"3573","St. Vincent and the Grenadines",2005,390,100,66.66667
"3574","Venezuela, RB",2005,882050,215950,54.09331
"3575","British Virgin Islands",2005,150,70,24.4
"3576","Virgin Islands (U.S.)",2005,350,60,53.51429
"3577","Vietnam",2005,310070,100541,42.17435
"3578","Vanuatu",2005,12190,1830,36.09516
"3579","World",2005,129758982.2,49284837.8,31.07881
"3580","Samoa",2005,2830,420,60.42403
"3581","Yemen, Rep.",2005,527970,235230,1.039832
"3582","South Africa",2005,1213090,974830,7.617737
"3583","Zambia",2005,743390,227620,67.66435
"3584","Zimbabwe",2005,386850,161000,44.61419
"3585","Aruba",2006,180,20,2.333333
"3586","Afghanistan",2006,652860,379100,2.067825
"3587","Angola",2006,1246700,575900,47.30825
"3588","Albania",2006,27400,11200,28.51022
"3589","Andorra",2006,470,195,34.04255
"3590","Arab World",2006,13623891,5460207.5,3.447219
"3591","United Arab Emirates",2006,83600,5436,3.744737
"3592","Argentina",2006,2736690,1411040,10.91391
"3593","American Samoa",2006,200,50,89.25
"3594","Antigua and Barbuda",2006,440,90,22.27273
"3595","Australia",2006,7682300,4349250,16.49962
"3596","Austria",2006,82580,28433,46.65536
"3597","Burundi",2006,25680,17830,7.609034
"3598","Benin",2006,112760,33350,42.22242
"3599","Burkina Faso",2006,273600,107700,21.52412
"3600","Bangladesh",2006,130170,92800,11.15772
"3601","Bulgaria",2006,108630,51900,33.76784
"3602","Bahrain",2006,740,85.5,0.6216216
"3603","Bahamas, The",2006,10010,130,51.44855
"3604","Belize",2006,22810,1520,61.88075
"3605","Bermuda",2006,50,4,20
"3606","Bolivia",2006,1083300,371120,53.7515
"3607","Brazil",2006,8358140,2727840,60.42957
"3608","Barbados",2006,430,160,14.65116
"3609","Brunei Darussalam",2006,5270,103,73.47249
"3610","Bhutan",2006,38117,5770,69.93153
"3611","Botswana",2006,566730,258030,20.86461
"3612","Central African Republic",2006,622980,52100,35.81239
"3613","Canada",2006,9093510,659540,38.2164
"3614","Central Europe and the Baltics",2006,1103256,544532,33.28838
"3615","Switzerland",2006,39517,15468,30.88797
"3616","Channel Islands",2006,190,84,4.210526
"3617","Chile",2006,743532,158000,21.62624
"3618","China",2006,9388211.4,5141330,20.72356
"3619","Cote d'Ivoire",2006,318000,203000,32.71887
"3620","Cameroon",2006,472710,92130,43.99315
"3621","Congo, Dem. Rep.",2006,2267050,255860,68.53867
"3622","Congo, Rep.",2006,341500,105500,65.76574
"3623","Colombia",2006,1109500,421740,53.9776
"3624","Comoros",2006,1861,1330,22.2461
"3625","Cabo Verde",2006,4030,760,20.81638
"3626","Costa Rica",2006,51060,18150,49.23228
"3627","Caribbean small states",2006,404850,25159.1,85.45192
"3628","Cuba",2006,106430,66300,25.7822
"3629","Cayman Islands",2006,240,27,52.91667
"3630","Cyprus",2006,9240,1570,18.70671
"3631","Germany",2006,348720,169460,32.65944
"3632","Djibouti",2006,23180,17013,0.2415876
"3633","Dominica",2006,750,220,60.96
"3634","Denmark",2006,42430,27100,13.28258
"3635","Dominican Republic",2006,48310,24170,34.87891
"3636","Algeria",2006,2381740,411810,0.6769841
"3637","East Asia & Pacific (excluding high income)",2006,15914351.4,7522125,29.2931
"3638","Early-demographic dividend",2006,33108707,13589952,22.63244
"3639","East Asia & Pacific",2006,24386734,12061811.5,26.10797
"3640","Europe & Central Asia (excluding high income)",2006,22680304,6355330,38.56985
"3641","Europe & Central Asia",2006,27443227,8121183,37.65567
"3642","Ecuador",2006,248360,74440,53.37615
"3643","Egypt, Arab Rep.",2006,995450,35330,0.06790899
"3644","Euro area",2006,2677043,1220838,37.20374
"3645","Spain",2006,498980,286130,35.02166
"3646","Ethiopia",2006,1e+06,342190,12.8592
"3647","European Union",2006,4239493,1922738,37.08887
"3648","Fragile and conflict affected situations",2006,14824108,5169730.8,23.54412
"3649","Finland",2006,304110,23008,72.86179
"3650","Fiji",2006,18270,4280,54.53695
"3651","France",2006,547557,293127,29.17249
"3652","Faroe Islands",2006,1396,30,0.05730659
"3653","Gabon",2006,257670,51600,85.38053
"3654","United Kingdom",2006,241930,178380,12.5185
"3655","Ghana",2006,227540,153000,39.91122
"3656","Guinea",2006,245720,141300,27.21797
"3657","Gambia, The",2006,10120,4950,46.71937
"3658","Guinea-Bissau",2006,28120,16100,73.32859
"3659","Equatorial Guinea",2006,28050,3140,59.65062
"3660","Greece",2006,128900,82720,29.34213
"3661","Grenada",2006,340,70,49.97059
"3662","Greenland",2006,410450,2359,0.0005359971
"3663","Guatemala",2006,107160,43000,36.34565
"3664","Guam",2006,540,200,46.2963
"3665","Guyana",2006,196850,16780,84.31191
"3666","High income",2006,35032720,13129585.1,28.62461
"3667","Honduras",2006,111890,31600,50.69264
"3668","Heavily indebted poor countries (HIPC)",2006,19753821,7872165.8,29.55906
"3669","Haiti",2006,27560,16700,3.780842
"3670","Hungary",2006,89610,58090,22.26984
"3671","IBRD only",2006,69400910.4,25038452.1,33.91769
"3672","IDA & IBRD total",2006,95720735.4,36421866.9,31.72823
"3673","IDA total",2006,26319825,11383414.8,25.95262
"3674","IDA blend",2006,5937550,3175731,21.33637
"3675","Indonesia",2006,1811570,515000,53.63966
"3676","IDA only",2006,20382275,8207683.8,27.2981
"3677","Isle of Man",2006,570,423,6.070175
"3678","India",2006,2973190,1799060,22.91317
"3679","Ireland",2006,68890,42600,10.17564
"3680","Iran, Islamic Rep.",2006,1628760,478520,6.564491
"3681","Iraq",2006,437370,89900,1.886275
"3682","Iceland",2006,100250,18810,0.3764589
"3683","Israel",2006,21640,5088,7.15342
"3684","Italy",2006,294140,142030,29.96124
"3685","Jamaica",2006,10830,4670,31.28163
"3686","Jordan",2006,88240,10180,1.104941
"3687","Japan",2006,364500,46710,68.42579
"3688","Kenya",2006,569140,270540,7.175036
"3689","Cambodia",2006,176520,53550,60.07025
"3690","Kiribati",2006,810,340,15
"3691","St. Kitts and Nevis",2006,260,50.1,42.30769
"3692","Korea, Rep.",2006,96880,18580,64.49628
"3693","Kuwait",2006,17820,1500,0.3193042
"3694","Latin America & Caribbean (excluding high income)",2006,19095680,7036993,48.8809
"3695","Lao PDR",2006,230800,20250,73.91196
"3696","Lebanon",2006,10230,6790,13.35093
"3697","Liberia",2006,96320,26150,46.18978
"3698","Libya",2006,1759540,153850,0.1233277
"3699","St. Lucia",2006,610,101,34.16393
"3700","Latin America & Caribbean",2006,20041774.4,7345029.1,47.52018
"3701","Least developed countries: UN classification",2006,20138218,8036475.8,28.24241
"3702","Low income",2006,13381251,5089775.8,28.81819
"3703","Liechtenstein",2006,160,68,43.125
"3704","Sri Lanka",2006,62710,24400,33.72668
"3705","Lower middle income",2006,23155464,10775660,26.58751
"3706","Low & middle income",2006,94666193.4,36040199.8,31.8687
"3707","Lesotho",2006,30360,23070,1.422925
"3708","Late-demographic dividend",2006,44531636.4,15604823,38.7431
"3709","Morocco",2006,446300,299460,12.22317
"3710","Madagascar",2006,581540,408930,21.97785
"3711","Maldives",2006,300,80,3.333333
"3712","Middle East & North Africa",2006,11238710,3743757.5,2.003556
"3713","Mexico",2006,1943950,1065700,34.44842
"3714","Middle income",2006,81340922.4,30962728,32.3721
"3715","Mali",2006,1220190,404660,4.446848
"3716","Malta",2006,320,92,1.09375
"3717","Myanmar",2006,653470,115970,50.51709
"3718","Middle East & North Africa (excluding high income)",2006,8643790,1979530,2.436897
"3719","Mongolia",2006,1553560,1142480,7.501635
"3720","Mozambique",2006,786380,491500,50.68491
"3721","Mauritania",2006,1030700,396610,0.2541962
"3722","Mauritius",2006,2030,940,18.83744
"3723","Malawi",2006,94280,52850,35.73398
"3724","Malaysia",2006,328550,71117,64.33359
"3725","North America",2006,18255480,4751692,35.77401
"3726","Namibia",2006,823290,388200,9.215222
"3727","New Caledonia",2006,18280,2246,45.89716
"3728","Niger",2006,1266700,429890,0.9896582
"3729","Nigeria",2006,910770,733000,11.72568
"3730","Nicaragua",2006,120340,52000,28.20342
"3731","Netherlands",2006,33760,19196,10.859
"3732","Norway",2006,365245,10350,33.11202
"3733","Nepal",2006,143350,41850,25.36449
"3734","Nauru",2006,20,4,0
"3735","New Zealand",2006,263310,113750,38.64874
"3736","OECD members",2006,34418867,12646903,31.12998
"3737","Oman",2006,309500,14630,0.006462036
"3738","Other small states",2006,2030678,823064.5,26.31628
"3739","Pakistan",2006,770880,361350,2.41153
"3740","Panama",2006,74340,22244,64.10277
"3741","Peru",2006,1280000,234120,58.89422
"3742","Philippines",2006,298170,115800,23.56776
"3743","Papua New Guinea",2006,452860,10400,74.15846
"3744","Poland",2006,306320,159570,30.11818
"3745","Pre-demographic dividend",2006,20167611,8546586.3,27.49668
"3746","Puerto Rico",2006,8870,1949,52.55693
"3747","Korea, Dem. People’s Rep.",2006,120410,26000,51.26152
"3748","Portugal",2006,91470,37640,35.90904
"3749","Paraguay",2006,397300,202350,45.7337
"3750","West Bank and Gaza",2006,6020,3577,1.523256
"3751","Pacific island small states",2006,64200,8548,62.02336
"3752","Post-demographic dividend",2006,31482091.6,11428106.5,31.47058
"3753","French Polynesia",2006,3660,450,36.88525
"3754","Qatar",2006,11610,656,0
"3755","Romania",2006,229980,140390,27.89721
"3756","Rwanda",2006,24670,18029.5,16.10053
"3757","South Asia",2006,4771577,2704410,17.01831
"3758","Saudi Arabia",2006,2149690,1736740,0.4544841
"3759","Sudan",2006,2376000,1360530,11.75786
"3760","Senegal",2006,192530,84880,44.83977
"3761","Singapore",2006,694,7.5,23.55908
"3762","Solomon Islands",2006,27990,940,79.86424
"3763","Sierra Leone",2006,72180,40298.8,38.85287
"3764","El Salvador",2006,20720,14740,14.70077
"3765","San Marino",2006,60,10,0
"3766","Somalia",2006,627340,441680,11.24462
"3767","Sub-Saharan Africa (excluding high income)",2006,23616931,10454165.8,27.19527
"3768","Sub-Saharan Africa",2006,23617391,10454205.8,27.19647
"3769","Small states",2006,2499728,856771.6,36.81081
"3770","Sao Tome and Principe",2006,960,490,57.83333
"3771","Suriname",2006,156000,728,98.50641
"3772","Sweden",2006,410340,31630,68.69669
"3773","Swaziland",2006,17200,12240,31.7093
"3774","Seychelles",2006,460,40,88.41304
"3775","Syrian Arab Republic",2006,183630,138770,2.543157
"3776","Turks and Caicos Islands",2006,950,10,36.21053
"3777","Chad",2006,1259200,494800,4.776366
"3778","East Asia & Pacific (IDA & IBRD countries)",2006,15793741.4,7496075,29.12485
"3779","Europe & Central Asia (IDA & IBRD countries)",2006,22986624,6514900,38.45717
"3780","Togo",2006,54390,32800,6.732855
"3781","Thailand",2006,510890,197000,31.57196
"3782","Latin America & the Caribbean (IDA & IBRD countries)",2006,19913632,7276323.1,47.63389
"3783","Timor-Leste",2006,14870,3850,52.9119
"3784","Middle East & North Africa (IDA & IBRD countries)",2006,8637770,1975953,2.437534
"3785","Tonga",2006,720,310,12.5
"3786","South Asia (IDA & IBRD)",2006,4771577,2704410,17.01831
"3787","Sub-Saharan Africa (IDA & IBRD countries)",2006,23617391,10454205.8,27.19647
"3788","Trinidad and Tobago",2006,5130,540,44.69396
"3789","Tunisia",2006,155360,98060,5.986097
"3790","Turkey",2006,769630,404930,13.994
"3791","Tuvalu",2006,30,17,33.33333
"3792","Tanzania",2006,885800,353600,55.90427
"3793","Uganda",2006,199810,134627.5,16.48466
"3794","Upper middle income",2006,58185458.4,20187068,34.67305
"3795","Uruguay",2006,175020,146950,8.934407
"3796","United States",2006,9161920,4092148,33.34995
"3797","St. Vincent and the Grenadines",2006,390,100,67.17949
"3798","Venezuela, RB",2006,882050,215550,54.04614
"3799","British Virgin Islands",2006,150,70,24.4
"3800","Virgin Islands (U.S.)",2006,350,40,53.2
"3801","Vietnam",2006,310070,100780,42.85226
"3802","Vanuatu",2006,12190,1850,36.09516
"3803","World",2006,129754893.4,49182088.9,31.05348
"3804","Samoa",2006,2830,402,60.42403
"3805","Yemen, Rep.",2006,527970,236270,1.039832
"3806","South Africa",2006,1213090,968880,7.617737
"3807","Zambia",2006,743390,230480,67.44024
"3808","Zimbabwe",2006,386850,163000,43.7689
"3809","Aruba",2007,180,20,2.333333
"3810","Afghanistan",2007,652860,379100,2.067825
"3811","Angola",2007,1246700,576900,47.20815
"3812","Albania",2007,27400,11190,28.46569
"3813","Andorra",2007,470,194,34.04255
"3814","Arab World",2007,13623911,5466390,3.439631
"3815","United Arab Emirates",2007,83600,5376,3.757416
"3816","Argentina",2007,2736690,1440330,10.79772
"3817","American Samoa",2007,200,48,89.05
"3818","Antigua and Barbuda",2007,440,90,22.27273
"3819","Australia",2007,7682300,4254490,16.38429
"3820","Austria",2007,82578,28301,46.67829
"3821","Burundi",2007,25680,17330,8.169782
"3822","Benin",2007,112760,33400,41.779
"3823","Burkina Faso",2007,273600,109700,21.30482
"3824","Bangladesh",2007,130170,92660,11.13774
"3825","Bulgaria",2007,108610,51160,33.93242
"3826","Bahrain",2007,750,84,0.64
"3827","Bahamas, The",2007,10010,130,51.44855
"3828","Belize",2007,22810,1520,61.66024
"3829","Bermuda",2007,50,4,20
"3830","Bolivia",2007,1083300,373900,53.28533
"3831","Brazil",2007,8358140,2716380,60.23153
"3832","Barbados",2007,430,160,14.65116
"3833","Brunei Darussalam",2007,5270,114,73.13093
"3834","Bhutan",2007,38117,5630,70.19178
"3835","Botswana",2007,566730,257840,20.65569
"3836","Central African Republic",2007,622980,52100,35.78734
"3837","Canada",2007,9093510,652824,38.21037
"3838","Central Europe and the Baltics",2007,1103146,533505,33.38742
"3839","Switzerland",2007,39516,15435,30.97986
"3840","Channel Islands",2007,190,82,4.210526
"3841","Chile",2007,743532,157320,21.67708
"3842","China",2007,9388210.8,5145680,20.88475
"3843","Cote d'Ivoire",2007,318000,206000,32.71761
"3844","Cameroon",2007,472710,92130,43.52774
"3845","Congo, Dem. Rep.",2007,2267050,256500,68.40131
"3846","Congo, Rep.",2007,341500,105500,65.7306
"3847","Colombia",2007,1109500,424360,53.6953
"3848","Comoros",2007,1861,1330,21.9237
"3849","Cabo Verde",2007,4030,760,20.89082
"3850","Costa Rica",2007,51060,18000,49.67881
"3851","Caribbean small states",2007,404850,25099.9,85.41366
"3852","Cuba",2007,106440,66200,26.22135
"3853","Cayman Islands",2007,240,27,52.91667
"3854","Cyprus",2007,9240,1472,18.70671
"3855","Germany",2007,348670,169500,32.67846
"3856","Djibouti",2007,23180,17015,0.2415876
"3857","Dominica",2007,750,220,60.61333
"3858","Denmark",2007,42430,26630,13.42116
"3859","Dominican Republic",2007,48310,24170,35.562
"3860","Algeria",2007,2381740,412520,0.7090614
"3861","East Asia & Pacific (excluding high income)",2007,15914400.8,7549201,29.36965
"3862","Early-demographic dividend",2007,33108777,13646464.8,22.54858
"3863","East Asia & Pacific",2007,24386825,11994754,26.12142
"3864","Europe & Central Asia (excluding high income)",2007,22679956,6337425,38.63751
"3865","Europe & Central Asia",2007,27442936,8085545.2,37.72829
"3866","Ecuador",2007,248360,74120,53.05911
"3867","Egypt, Arab Rep.",2007,995450,35380,0.06851173
"3868","Euro area",2007,2677101,1210813.2,37.36317
"3869","Spain",2007,499110,280040,35.39927
"3870","Ethiopia",2007,1e+06,350770,12.7184
"3871","European Union",2007,4239441,1900013.2,37.20708
"3872","Fragile and conflict affected situations",2007,14824168,5186711.2,23.43946
"3873","Finland",2007,304090,22949,72.91591
"3874","Fiji",2007,18270,4270,54.48878
"3875","France",2007,547557,292061,29.37813
"3876","Faroe Islands",2007,1396,30,0.05730659
"3877","Gabon",2007,257670,51600,85.38053
"3878","United Kingdom",2007,241930,176470,12.54991
"3879","Ghana",2007,227540,154000,40.03604
"3880","Guinea",2007,245720,141800,27.07146
"3881","Gambia, The",2007,10120,4950,46.89723
"3882","Guinea-Bissau",2007,28120,16100,72.97297
"3883","Equatorial Guinea",2007,28050,3140,59.22995
"3884","Greece",2007,128900,82510,29.57642
"3885","Grenada",2007,340,70,49.97059
"3886","Greenland",2007,410450,2359,0.0005359971
"3887","Guatemala",2007,107160,44140,35.94252
"3888","Guam",2007,540,190,46.2963
"3889","Guyana",2007,196850,16780,84.2855
"3890","High income",2007,35032828.6,13045305.1,28.63572
"3891","Honduras",2007,111890,31600,49.62016
"3892","Heavily indebted poor countries (HIPC)",2007,19753821,7906066,29.40199
"3893","Haiti",2007,27560,18200,3.751814
"3894","Hungary",2007,89610,58070,22.41045
"3895","IBRD only",2007,69400561.8,25063146.9,33.91311
"3896","IDA & IBRD total",2007,95720446.8,36488460.9,31.69055
"3897","IDA total",2007,26319885,11425314,25.82767
"3898","IDA blend",2007,5937550,3176689,21.2283
"3899","Indonesia",2007,1811570,530000,53.26154
"3900","IDA only",2007,20382335,8248625,27.16822
"3901","Isle of Man",2007,570,422,6.070175
"3902","India",2007,2973190,1796200,23.05315
"3903","Ireland",2007,68890,42760,10.26492
"3904","Iran, Islamic Rep.",2007,1628760,480730,6.564491
"3905","Iraq",2007,437370,91400,1.886275
"3906","Iceland",2007,100250,18760,0.3888279
"3907","Israel",2007,21640,5181,7.144177
"3908","Italy",2007,294140,141620,30.14415
"3909","Jamaica",2007,10830,4640,31.24284
"3910","Jordan",2007,88240,9633,1.104941
"3911","Japan",2007,364500,46500,68.4428
"3912","Kenya",2007,569140,270700,7.239344
"3913","Cambodia",2007,176520,53550,59.34852
"3914","Kiribati",2007,810,340,15
"3915","St. Kitts and Nevis",2007,260,50.9,42.30769
"3916","Korea, Rep.",2007,96920,18400,64.40157
"3917","Kuwait",2007,17820,1510,0.3271605
"3918","Latin America & Caribbean (excluding high income)",2007,19095690,7068307,48.69004
"3919","Lao PDR",2007,230800,20630,74.73159
"3920","Lebanon",2007,10230,6771,13.35875
"3921","Liberia",2007,96320,26150,45.87832
"3922","Libya",2007,1759540,153850,0.1233277
"3923","St. Lucia",2007,610,99,34.06557
"3924","Latin America & Caribbean",2007,20041784.4,7374154.9,47.34242
"3925","Least developed countries: UN classification",2007,20138268,8068669,28.11421
"3926","Low income",2007,13381251,5110871,28.64589
"3927","Liechtenstein",2007,160,68,43.125
"3928","Sri Lanka",2007,62710,23900,33.67884
"3929","Lower middle income",2007,23155494,10814644,26.50933
"3930","Low & middle income",2007,94665914.8,36113949,31.82861
"3931","Lesotho",2007,30360,23290,1.429513
"3932","Late-demographic dividend",2007,44531337.8,15584021,38.78478
"3933","Morocco",2007,446300,299600,12.34461
"3934","Madagascar",2007,581540,408930,21.87984
