"","Country.Name","Year","Population","Population.Density","CO2Emission","Total.Land","Agriculture.Land","Forest.Area","Region","IncomeGroup"
"9207","OECD members",1995,1115600406,32.44505,10.625112198,34384298,13156174,30.98568,NA,NA
"9208","Oman",1995,2204283,7.122078,NA,309500,10710,0.006462036,"Middle East & North Africa","High income"
"9209","Other small states",1995,19150245,9.422798,4.95354951,2032331,816871,27.38407,NA,NA
"9210","Pakistan",1995,122829148,159.3363,0.6878173,770880,360260,3.011493,"South Asia","Lower middle income"
"9211","Panama",1995,2739730,36.85405,1.08950079,74340,21320,66.63304,"Latin America & Caribbean","Upper middle income"
"9212","Peru",1995,24038760,18.78028,0.993527578,1280000,218890,60.18281,NA,NA
"9213","Philippines",1995,69835715,234.2144,0.86933816,298170,110150,22.7756,NA,NA
"9214","Palau",1995,17253,NA,6.163739639,NA,NA,NA,"East Asia & Pacific","High income"
"9215","Papua New Guinea",1995,4894276,10.80748,0.421074333,452860,9340,74.22493,NA,NA
"9216","Poland",1995,38594998,126.008,8.918615723,306290,186220,29.28597,NA,NA
"9217","Pre-demographic dividend",1995,483495980,23.97388,0.363880595,20167611,8147120,29.01507,NA,NA
"9218","Puerto Rico",1995,3683103,415.2315,NA,8870,3090,41.55017,"Latin America & Caribbean","High income"
"9219","Korea, Dem. People’s Rep.",1995,21862299,181.5655,NA,120410,26500,62.84362,NA,NA
"9220","Portugal",1995,10026176,109.5757,5.173429531,91500,39240,37.04372,"Europe & Central Asia","High income"
"9221","Paraguay",1995,4760850,11.98301,0.832630098,397300,164580,51.0005,NA,NA
"9222","Pacific island small states",1995,1841945,28.69073,0.923500324,64200,8409,62.1581,NA,NA
"9223","Post-demographic dividend",1995,995414349,31.65032,11.575355592,31450370,11958526,31.26368,NA,NA
"9224","French Polynesia",1995,215196,58.79672,1.993712708,3660,430,21.85792,NA,NA
"9225","Qatar",1995,513455,44.22524,61.912383753,11610,650,0,NA,NA
"9226","Romania",1995,22684270,98.84644,5.603084737,229490,147970,27.75066,"Europe & Central Asia","Upper middle income"
"9227","Russian Federation",1995,148375726,9.059243,NA,NA,NA,NA,"Europe & Central Asia","Upper middle income"
"9228","Rwanda",1995,5928078,240.295,0.077941282,24670,14850,13.41711,NA,NA
"9229","South Asia",1995,1259358616,263.8555,0.737314265,4772910,2711888,16.54564,NA,NA
"9230","Saudi Arabia",1995,18735841,8.715601,12.609725339,2149690,1737850,0.4544841,"Middle East & North Africa","High income"
"9231","Sudan",1995,24102986,12.68718,0.142569611,2376000,1296440,12.56534,"Sub-Saharan Africa","Lower middle income"
"9232","Senegal",1995,8746606,45.42983,0.399543663,192530,88150,47.38482,NA,NA
"9233","Singapore",1995,3524506,5260.457,13.366397731,670,12,24.40299,"East Asia & Pacific","High income"
"9234","Solomon Islands",1995,359225,12.83405,0.398115387,27990,730,82.0293,NA,NA
"9235","Sierra Leone",1995,4274819,59.22443,0.093501737,72180,28100,41.83984,"Sub-Saharan Africa","Low income"
"9236","El Salvador",1995,5611115,270.8067,0.895981815,20720,14550,17.10907,NA,NA
"9237","San Marino",1995,25877,431.2833,NA,60,10,0,NA,NA
"9238","Somalia",1995,7704894,12.28185,NA,627340,440560,12.59046,NA,NA
"9239","Sub-Saharan Africa (excluding high income)",1995,586732965,24.84374,0.845016311,23616931,9976750,28.77593,NA,NA
"9240","South Sudan",1995,5459519,NA,NA,NA,NA,NA,"Sub-Saharan Africa","Low income"
"9241","Sub-Saharan Africa",1995,586808269,24.84645,0.845240256,23617391,9976790,28.77709,NA,NA
"9242","Small states",1995,27285017,10.90798,4.930797236,2501381,851780,37.76642,NA,NA
"9243","Sao Tome and Principe",1995,126454,131.7229,0.376982935,960,450,58.33333,NA,NA
"9244","Suriname",1995,443724,2.844385,4.917166978,156000,890,98.78526,NA,NA
"9245","Slovak Republic",1995,5361999,111.4761,NA,NA,NA,NA,"Europe & Central Asia","High income"
"9246","Slovenia",1995,1989872,98.80199,NA,NA,NA,NA,"Europe & Central Asia","High income"
"9247","Sweden",1995,8826939,21.51128,6.248524772,410340,32670,68.51148,"Europe & Central Asia","High income"
"9248","Swaziland",1995,960792,55.86,NA,17200,12220,28.77907,"Sub-Saharan Africa","Lower middle income"
"9249","Seychelles",1995,75304,163.7043,NA,460,40,88.41304,NA,NA
"9250","Syrian Arab Republic",1995,14345492,78.05796,2.904358665,183780,137890,2.187398,NA,NA
"9251","Turks and Caicos Islands",1995,15332,16.13895,NA,950,10,36.21053,NA,NA
"9252","Chad",1995,7000722,5.559659,0.014666487,1259200,484500,5.174317,NA,NA
"9253","East Asia & Pacific (IDA & IBRD countries)",1995,1692280431,107.0436,2.327036395,15809260,7494706,28.3308,NA,NA
"9254","Europe & Central Asia (IDA & IBRD countries)",1995,434648577,18.90661,NA,22989244,6602786,38.30473,NA,NA
"9255","Togo",1995,4274024,78.58106,0.223073151,54390,33000,10.76485,NA,NA
"9256","Thailand",1995,59491790,116.4474,2.708838463,510890,212100,30.35487,"East Asia & Pacific","Upper middle income"
"9257","Tajikistan",1995,5764712,41.18828,NA,NA,NA,NA,NA,NA
"9258","Turkmenistan",1995,4207840,8.954185,NA,NA,NA,NA,NA,NA
"9259","Latin America & the Caribbean (IDA & IBRD countries)",1995,470347459,23.58564,2.323534772,19942112,6971330,50.0833,NA,NA
"9260","Timor-Leste",1995,871447,58.60437,NA,14870,3400,61.19704,"East Asia & Pacific","Lower middle income"
"9261","Middle East & North Africa (IDA & IBRD countries)",1995,252443551,29.22504,2.83149892,8637920,2125510,2.176677,NA,NA
"9262","Tonga",1995,96076,133.4389,0.992360215,720,330,12.5,NA,NA
"9263","South Asia (IDA & IBRD)",1995,1259358616,263.8555,0.737314265,4772910,2711888,16.54564,NA,NA
"9264","Sub-Saharan Africa (IDA & IBRD countries)",1995,586808269,24.84645,0.845240256,23617391,9976790,28.77709,NA,NA
"9265","Trinidad and Tobago",1995,1255001,244.6396,16.707481508,5130,760,46.22807,NA,NA
"9266","Tunisia",1995,9113975,58.66359,1.726480158,155360,93480,4.763131,NA,NA
"9267","Turkey",1995,58486381,75.99286,2.94042755,769630,394930,12.86657,NA,NA
"9268","Tuvalu",1995,9230,307.6667,NA,30,20,33.33333,"East Asia & Pacific","Upper middle income"
"9269","Tanzania",1995,29960776,33.82341,0.118599164,885800,332000,60.87153,"Sub-Saharan Africa","Low income"
"9270","Uganda",1995,20550291,102.8492,0.045680716,199810,121220,21.57049,"Sub-Saharan Africa","Low income"
"9271","Ukraine",1995,51512299,88.91395,NA,NA,NA,NA,"Europe & Central Asia","Lower middle income"
"9272","Upper middle income",1995,2169706348,37.26894,3.622667916,58217557,20201632,34.91454,NA,NA
"9273","Uruguay",1995,3224804,18.42535,1.423678462,175020,149380,6.192149,NA,NA
"9274","United States",1995,266278000,29.07295,19.295659859,9158960,4201390,33.08159,"North America","High income"
"9275","Uzbekistan",1995,22785000,53.56135,NA,NA,NA,NA,NA,NA
"9276","St. Vincent and the Grenadines",1995,108122,277.2359,1.187038716,390,120,65.38462,NA,NA
"9277","Venezuela, RB",1995,22188667,25.15579,6.009845251,882050,216200,57.35332,NA,NA
"9278","British Virgin Islands",1995,18427,122.8467,NA,150,80,24.6,NA,NA
"9279","Virgin Islands (U.S.)",1995,107817,308.0486,NA,350,80,62.91429,NA,NA
"9280","Vietnam",1995,71995500,221.1911,0.404057351,325490,70790,32.39731,NA,NA
"9281","Vanuatu",1995,168235,13.80107,NA,12190,1650,36.09516,"East Asia & Pacific","Lower middle income"
"9282","World",1995,5709757338,44.02259,4.073396434,129700613.4,49148810,31.54918,NA,NA
"9283","Samoa",1995,170157,60.12615,0.77582468,2830,510,53.18021,"East Asia & Pacific","Upper middle income"
"9284","Kosovo",1995,2029000,186.3691,NA,NA,NA,NA,"Europe & Central Asia","Lower middle income"
"9285","Yemen, Rep.",1995,15320653,29.01804,0.734326141,527970,237360,1.039832,"Middle East & North Africa","Lower middle income"
"9286","South Africa",1995,41426810,34.14982,8.698797325,1213090,975200,7.617737,"Sub-Saharan Africa","Upper middle income"
"9287","Zambia",1995,9137077,12.29109,NA,743390,214580,69.90543,"Sub-Saharan Africa","Lower middle income"
"9288","Zimbabwe",1995,11320346,29.26288,NA,386850,138600,53.06708,"Sub-Saharan Africa","Low income"
"9289","Aruba",1996,83200,462.2222,NA,180,20,2.333333,"Latin America & Caribbean","High income"
"9290","Afghanistan",1996,17822884,27.2997,0.066044698,652860,377520,2.067825,"South Asia","Low income"
"9291","Angola",1996,14682284,11.77692,0.712306341,1246700,575000,48.3093,NA,NA
"9292","Albania",1996,3168033,115.6216,0.636625313,27400,11310,28.36131,NA,NA
"9293","Andorra",1996,64360,136.9362,NA,470,190,34.04255,"Europe & Central Asia","High income"
"9294","Arab World",1996,260843462,19.14586,3.314927167,13624011,5388754.6,3.582396,NA,NA
"9295","United Arab Emirates",1996,2571020,30.75383,15.970081524,83600,3920,3.397129,NA,NA
"9296","Argentina",1996,35419682,12.94253,3.811457285,2736690,1281420,12.07049,"Latin America & Caribbean","Upper middle income"
"9297","Armenia",1996,3168215,111.2826,NA,NA,NA,NA,NA,NA
"9298","American Samoa",1996,53929,269.645,NA,200,40,90.95,NA,NA
"9299","Antigua and Barbuda",1996,75628,171.8818,4.266885281,440,90,23,NA,NA
"9300","Australia",1996,18311000,2.383531,16.501800393,7682300,4652210,16.75553,"East Asia & Pacific","High income"
"9301","Austria",1996,7959017,96.37947,7.938008299,82580,29733,46.17583,"Europe & Central Asia","High income"
"9302","Azerbaijan",1996,7763000,93.28623,NA,NA,NA,NA,NA,NA
"9303","Burundi",1996,6041112,235.2458,NA,25680,19930,9.127726,NA,NA
"9304","Belgium",1996,10156637,NA,11.623834247,NA,NA,NA,"Europe & Central Asia","High income"
"9305","Benin",1996,6094259,54.04628,0.207591276,112760,27100,47.36609,NA,NA
"9306","Burkina Faso",1996,10372745,37.91208,0.068229866,273600,95500,23.71199,NA,NA
"9307","Bangladesh",1996,121269645,931.6251,NA,130170,93270,11.35746,"South Asia","Lower middle income"
"9308","Bulgaria",1996,8362826,75.59275,6.763241038,110630,61640,30.33354,"Europe & Central Asia","Upper middle income"
"9309","Bahrain",1996,578668,815.0254,26.995479273,710,90,0.4366197,NA,NA
"9310","Bahamas, The",1996,283790,28.35065,5.879294549,10010,120,51.44855,NA,NA
"9311","Bosnia and Herzegovina",1996,3780378,73.83551,NA,NA,NA,NA,NA,NA
"9312","Belarus",1996,10160000,50.08874,NA,NA,NA,NA,"Europe & Central Asia","Upper middle income"
"9313","Belize",1996,213676,9.367646,1.441565735,22810,1470,66.72468,NA,NA
"9314","Bermuda",1996,60129,1202.58,7.56220792,50,4,20,NA,NA
"9315","Bolivia",1996,7717443,7.124013,1.297654806,1083300,366840,56.46875,NA,NA
"9316","Brazil",1996,164913306,19.73086,1.726864217,8358140,2590190,63.58429,NA,NA
"9317","Barbados",1996,265942,618.4698,3.198983237,430,190,14.65116,NA,NA
"9318","Brunei Darussalam",1996,304699,57.81765,15.982251337,5270,100,76.54649,"East Asia & Pacific","High income"
"9319","Bhutan",1996,519282,13.04729,NA,39800,5700,64.47965,NA,NA
"9320","Botswana",1996,1604060,2.830378,NA,566730,259460,22.95308,"Sub-Saharan Africa","Upper middle income"
"9321","Central African Republic",1996,3435821,5.515139,0.068306236,622980,50220,36.06279,"Sub-Saharan Africa","Low income"
"9322","Canada",1996,29671900,3.262975,16.157371554,9093510,680550,38.268,"North America","High income"
"9323","Central Europe and the Baltics",1996,109563097,99.1471,7.693721527,1105056,610780,32.2657,NA,NA
"9324","Switzerland",1996,7071850,178.9074,5.640102519,39528,15788,29.7713,NA,NA
"9325","Channel Islands",1996,144829,762.2579,NA,190,84,4.210526,NA,NA
"9326","Chile",1996,14497826,19.49859,3.345311359,743532,152320,20.98847,NA,NA
"9327","China",1996,1217550000,129.689,2.844309582,9388230,5228720,18.00729,"East Asia & Pacific","Upper middle income"
"9328","Cote d'Ivoire",1996,14995249,47.15487,0.558783319,318000,198000,32.34465,NA,NA
"9329","Cameroon",1996,13812472,29.21976,0.3331833,472710,91600,48.64716,NA,NA
"9330","Congo, Dem. Rep.",1996,42770544,18.86617,0.054185516,2267050,258000,69.91226,"Sub-Saharan Africa","Low income"
"9331","Congo, Rep.",1996,2879222,8.431104,0.596048516,341500,105220,66.2489,NA,NA
"9332","Colombia",1996,38049038,34.29386,1.590776145,1109500,449200,56.64341,NA,NA
"9333","Comoros",1996,488627,262.5615,0.135084635,1861,1240,25.0403,NA,NA
"9334","Cabo Verde",1996,398773,98.95112,0.358632606,4030,700,17.95285,"Sub-Saharan Africa","Lower middle income"
"9335","Costa Rica",1996,3596732,70.44128,1.320299928,51060,19950,48.00627,"Latin America & Caribbean","Upper middle income"
"9336","Caribbean small states",1996,6343683,15.66922,6.181146031,404850,26454,85.95643,NA,NA
"9337","Cuba",1996,10961012,102.0578,2.462952691,107400,66150,21.26816,"Latin America & Caribbean","Upper middle income"
"9338","Curacao",1996,146306,329.518,NA,NA,NA,NA,NA,NA
"9339","Cayman Islands",1996,33536,139.7333,11.590589218,240,27,52.91667,NA,NA
"9340","Cyprus",1996,873423,94.5263,6.797248298,9240,1432,18.11797,"Europe & Central Asia","High income"
"9341","Czech Republic",1996,10315241,133.4961,NA,NA,NA,NA,NA,NA
"9342","Germany",1996,81914831,234.6525,NA,349090,173370,32.46269,"Europe & Central Asia","High income"
"9343","Djibouti",1996,643682,27.76885,0.484237558,23180,14810,0.2415876,NA,NA
"9344","Dominica",1996,71145,94.86,1.030852484,750,170,64.53333,NA,NA
"9345","Denmark",1996,5263074,124.0413,13.714651932,42430,27160,13.40042,NA,NA
"9346","Dominican Republic",1996,8029113,166.1998,2.157968757,48310,25750,27.60505,NA,NA
"9347","Algeria",1996,29411415,12.34871,3.302510131,2381740,396360,0.6777398,"Middle East & North Africa","Upper middle income"
"9348","East Asia & Pacific (excluding high income)",1996,1735224621,108.9291,2.421784268,15929860,7524992,28.57178,NA,NA
"9349","Early-demographic dividend",1996,2296329568,69.29448,1.602386163,33138710,13413589.6,23.62006,NA,NA
"9350","East Asia & Pacific",1996,1961419043,80.38013,3.27245311,24401790,12412244,25.71032,NA,NA
"9351","Europe & Central Asia (excluding high income)",1996,396285161,17.47086,NA,22682634,6393858,38.43529,NA,NA
"9352","Europe & Central Asia",1996,857652703,31.36357,NA,27345507,8234936,37.4765,NA,NA
"9353","Ecuador",1996,11683479,42.203,2.070547565,276840,79870,50.8947,NA,NA
"9354","Egypt, Arab Rep.",1996,64933456,65.23025,1.571310296,995450,31764.6,0.05324225,"Middle East & North Africa","Lower middle income"
"9355","Euro area",1996,318003013,120.2056,NA,2645492,1267498,35.75716,NA,NA
"9356","Spain",1996,39889852,79.86916,5.848744212,499440,301390,31.45515,"Europe & Central Asia","High income"
"9357","Estonia",1996,1415594,33.39453,NA,NA,NA,NA,"Europe & Central Asia","High income"
"9358","Ethiopia",1996,59155148,59.15515,0.048351836,1e+06,305000,14.2686,"Sub-Saharan Africa","Low income"
"9359","European Union",1996,485000714,115.2091,8.34335782,4209742,2020758,35.93034,NA,NA
"9360","Fragile and conflict affected situations",1996,304873566,20.56576,0.785615786,14824328,4970765,24.56754,NA,NA
"9361","Finland",1996,5124573,16.8245,11.958636163,304590,22180,72.94067,"Europe & Central Asia","High income"
"9362","Fiji",1996,784476,42.93793,1.140567717,18270,4400,53.06076,"East Asia & Pacific","Upper middle income"
"9363","France",1996,59753098,109.1249,6.280524233,547566,300963,27.29863,"Europe & Central Asia","High income"
"9364","Faroe Islands",1996,46058,32.99284,13.057188762,1396,30,0.05730659,NA,NA
"9365","Micronesia, Fed. Sts.",1996,108344,NA,NA,NA,NA,NA,"East Asia & Pacific","Lower middle income"
"9366","Gabon",1996,1113994,4.323336,4.28587048,257670,51600,85.38053,NA,NA
"9367","United Kingdom",1996,58166950,240.4288,9.480231059,241930,174940,11.91915,NA,NA
"9368","Georgia",1996,4616100,80.76035,NA,NA,NA,NA,"Europe & Central Asia","Lower middle income"
"9369","Ghana",1996,17185608,75.52785,0.32646561,227540,133000,38.65782,NA,NA
"9370","Gibraltar",1996,30382,3038.2,9.293627806,NA,NA,NA,NA,NA
"9371","Guinea",1996,8132552,33.09683,0.156463678,245720,139170,28.68305,NA,NA
"9372","Gambia, The",1996,1096708,108.3704,0.197274936,10120,5570,44.80237,"Sub-Saharan Africa","Low income"
"9373","Guinea-Bissau",1996,1159060,41.21835,0.158188532,28120,14920,76.75676,NA,NA
"9374","Equatorial Guinea",1996,523999,18.68089,0.223939359,28050,3340,63.80749,NA,NA
"9375","Greece",1996,10608800,82.30256,7.563654136,128900,91720,26.99922,"Europe & Central Asia","High income"
"9376","Grenada",1996,100796,296.4588,1.527977301,340,110,49.97059,NA,NA
"9377","Greenland",1996,55900,0.1635938,9.249499106,341700,2357,0.0006438396,NA,NA
"9378","Guatemala",1996,10646674,99.35306,0.62479024,107160,45120,41.28406,NA,NA
"9379","Guam",1996,148060,274.1852,NA,540,200,46.2963,NA,NA
"9380","Guyana",1996,761861,3.870262,1.992670579,196850,17340,84.51715,NA,NA
"9381","High income",1996,1043361631,29.87073,11.935840085,34929227.4,13638731,28.51278,NA,NA
"9382","Hong Kong SAR, China",1996,6435500,6129.048,4.525415896,1050,80,NA,"East Asia & Pacific","High income"
"9383","Honduras",1996,5867849,52.44302,0.674925343,111890,34800,63.36223,NA,NA
"9384","Heavily indebted poor countries (HIPC)",1996,425324425,21.53125,0.175264331,19753821,7488140,30.99427,NA,NA
"9385","Croatia",1996,4494000,80.27867,NA,NA,NA,NA,NA,NA
"9386","Haiti",1996,7965553,289.0259,0.129820742,27560,15900,4.056604,"Latin America & Caribbean","Low income"
"9387","Hungary",1996,10311238,114.7478,6.018705804,89860,61840,20.81683,NA,NA
"9388","IBRD only",1996,3785506609,54.50922,2.719169061,69447089,24987279.6,34.19054,NA,NA
"9389","IDA & IBRD total",1996,4771331934,49.82151,2.253724682,95768507,35942748.6,32.33424,NA,NA
"9390","IDA total",1996,985825325,37.45335,0.463184198,26321418,10955469,27.43449,NA,NA
"9391","IDA blend",1996,328964394,55.40369,0.879477397,5937590,3152314,23.09155,NA,NA
"9392","Indonesia",1996,199914831,110.3545,1.266992998,1811570,429680,59.09979,"East Asia & Pacific","Lower middle income"
"9393","IDA only",1996,656860931,32.22461,0.251484558,20383828,7803155,28.70022,NA,NA
"9394","Isle of Man",1996,70431,123.5632,NA,570,421,6.070175,"Europe & Central Asia","High income"
"9395","India",1996,978893217,329.24,0.901348777,2973190,1805890,21.798,"South Asia","Lower middle income"
"9396","Ireland",1996,3637510,52.80171,9.596172382,68890,43410,8.230077,"Europe & Central Asia","High income"
"9397","Iran, Islamic Rep.",1996,61583089,37.8098,4.490033538,1628760,644270,5.664321,"Middle East & North Africa","Upper middle income"
"9398","Iraq",1996,20845893,47.66192,3.334021287,437370,91000,1.857466,"Middle East & North Africa","Upper middle income"
"9399","Iceland",1996,268916,2.682454,8.222645733,100250,18970,0.2366085,NA,NA
"9400","Israel",1996,5692000,263.0314,9.328559382,21640,5640,6.68207,NA,NA
"9401","Italy",1996,56860281,193.33,7.48906561,294110,153490,27.39587,"Europe & Central Asia","High income"
"9402","Jamaica",1996,2561993,236.5645,3.787239856,10830,4940,31.61404,NA,NA
"9403","Jordan",1996,4716373,53.44938,3.008163901,88240,10510,1.104941,NA,NA
"9404","Japan",1996,125757000,345.0123,9.579507892,364500,53990,68.32812,"East Asia & Pacific","High income"
"9405","Kazakhstan",1996,15577894,5.770232,NA,NA,NA,NA,NA,NA
"9406","Kenya",1996,28147734,49.45661,0.331424476,569140,264510,7.069965,"Sub-Saharan Africa","Lower middle income"
"9407","Kyrgyz Republic",1996,4628400,24.13139,NA,NA,NA,NA,NA,NA
